priority_group,bucket,finding_id,target_name,claim_type,confidence,evidence_type,evidence_ref,docsdb_status,suggested_action,summary
normal,canonical-but-missing-quote,2180,Robbie Karp,paraphrase,high,file,https://www.marketscreener.com/insider/ROBERTA-SCHUHALTER-KARP-A09ID4/,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Current board positions: Chairman of The Educational Alliance Inc; Secretary & Director of Human Rights First; Director of The Chazen Fund (domestic violence); Board member Charles H. Revson Foundation. Co-founded Karp Randel LLC (2015) social impact consultancy with Jane Randel. Clients include Uber and NFL on sexual assault/domestic violence programs. David Rockefeller Fellow (2000-2001, Partnership for NYC)."
normal,canonical-but-missing-quote,2184,Robbie Karp,paraphrase,high,file,https://karprandel.com/roberta-schuhalter-karp/,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Co-chaired President Clinton White House Apparel Industry Partnership (1996-1999). Established historic Code of Conduct and independent monitoring system, now enforced through the Fair Labor Association. This was during her tenure as VP Corporate Affairs at Liz Claiborne and demonstrates high-level Clinton administration access."
normal,canonical-but-missing-quote,2197,Darren Indyke,synthesis,medium,efta,EFTA00,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Nov 20, 2019 (3 months post-death): Indyke PLLC received 5,566,408.92 as account closure/consolidation transfer at Deutsche Bank. Same day, 4.66M moved to UNKNOWN. Two weeks later (Dec 12), HBRK Associates (Kahn entity) received 9.24M across 7 transfers, and Richard Kahn received 98.8K directly. This represents the final liquidation of Epstein Deutsche Bank accounts, with estate co-executors Indyke and Kahn as primary recipients of 14.9M+ in combined post-death transfers."
normal,canonical-but-missing-quote,2198,Xenophon Galinas,synthesis,medium,efta,EFTA01325008,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Exhaustive negative search across 665K+ pages. Galinas appears ONLY in EFTA01325008. Zero results in DOJ, LMSBAND, Unified, Epstein20K, InvestigationsDB. No email, phone, financial, flight records found."
normal,canonical-but-missing-quote,2199,Darren Indyke,paraphrase,high,ref,ACRIS:2008012900966001,n/a,Populate source_quote from the cited source record.,Abigail Wexner transferred property interest at 15 Central Park West Unit 10B to Darren Indyke (Jan 2008)
normal,canonical-but-missing-quote,2200,Darren Indyke,inference,medium,efta,EFTA01287585,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","BankUnited payments from Indyke PLLC: May 29, 2018 (8,081.97) and Jul 17, 2018 (3,057.33). BankUnited NA with 'M. YOM' notation. These are likely mortgage/loan payments on Indyke personal property (30 Le Lac Rd Boca Raton or 16065 Bristol Isle Way Delray Beach). Funded through the Epstein-sourced DB account, representing personal expenses paid through the law firm operating account."
normal,canonical-but-missing-quote,2200,Darren Indyke,inference,medium,efta,EFTA01287749,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","BankUnited payments from Indyke PLLC: May 29, 2018 (8,081.97) and Jul 17, 2018 (3,057.33). BankUnited NA with 'M. YOM' notation. These are likely mortgage/loan payments on Indyke personal property (30 Le Lac Rd Boca Raton or 16065 Bristol Isle Way Delray Beach). Funded through the Epstein-sourced DB account, representing personal expenses paid through the law firm operating account."
normal,canonical-but-missing-quote,2202,Onassis Foundation,synthesis,medium,efta,EFTA01325008,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Epstein had active interest in Onassis Foundation assets. In 2011, he pursued private visit to Scorpios island via Giraud with NDAs signed by Indyke. In 1996, he interfered with Galinas (Onassis Foundation subsidiary president) lease deal. Olympic Tower (645 Fifth Ave, Onassis Foundation property) appears in Epstein emails as NYC event venue and was near his 71st St residence."
normal,canonical-but-missing-quote,2208,Darren Indyke,synthesis,medium,efta,EFTA01285197,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","DS10 Indyke financial architecture synthesis: Indyke PLLC functioned as a three-purpose vehicle: (1) Law firm payroll (250K/mo from Epstein, 45-50K/mo ADP disbursements), (2) Conduit for Epstein entity transactions (350K to FT Real Estate via FirstBank PR, 25K to unknown), (3) Destination for post-death estate liquidation (5.57M Nov 2019). The Harlequin Dane LLC 1M loan at 1.41% AFR from SFL LLC represents below-market compensation to Indyke disguised as an arms-length loan - the AFR rate was the IRS minimum, and the lender (SFL LLC) was an Epstein entity. Total documented Indyke-connected DS10 flows: 5.95M out, 5.57M in = 11.5M in gross flows."
normal,canonical-but-missing-quote,2208,Darren Indyke,synthesis,medium,efta,EFTA01299462,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","DS10 Indyke financial architecture synthesis: Indyke PLLC functioned as a three-purpose vehicle: (1) Law firm payroll (250K/mo from Epstein, 45-50K/mo ADP disbursements), (2) Conduit for Epstein entity transactions (350K to FT Real Estate via FirstBank PR, 25K to unknown), (3) Destination for post-death estate liquidation (5.57M Nov 2019). The Harlequin Dane LLC 1M loan at 1.41% AFR from SFL LLC represents below-market compensation to Indyke disguised as an arms-length loan - the AFR rate was the IRS minimum, and the lender (SFL LLC) was an Epstein entity. Total documented Indyke-connected DS10 flows: 5.95M out, 5.57M in = 11.5M in gross flows."
normal,canonical-but-missing-quote,2208,Darren Indyke,synthesis,medium,efta,EFTA01389013,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","DS10 Indyke financial architecture synthesis: Indyke PLLC functioned as a three-purpose vehicle: (1) Law firm payroll (250K/mo from Epstein, 45-50K/mo ADP disbursements), (2) Conduit for Epstein entity transactions (350K to FT Real Estate via FirstBank PR, 25K to unknown), (3) Destination for post-death estate liquidation (5.57M Nov 2019). The Harlequin Dane LLC 1M loan at 1.41% AFR from SFL LLC represents below-market compensation to Indyke disguised as an arms-length loan - the AFR rate was the IRS minimum, and the lender (SFL LLC) was an Epstein entity. Total documented Indyke-connected DS10 flows: 5.95M out, 5.57M in = 11.5M in gross flows."
normal,canonical-but-missing-quote,2208,Darren Indyke,synthesis,medium,efta,EFTA01503821,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","DS10 Indyke financial architecture synthesis: Indyke PLLC functioned as a three-purpose vehicle: (1) Law firm payroll (250K/mo from Epstein, 45-50K/mo ADP disbursements), (2) Conduit for Epstein entity transactions (350K to FT Real Estate via FirstBank PR, 25K to unknown), (3) Destination for post-death estate liquidation (5.57M Nov 2019). The Harlequin Dane LLC 1M loan at 1.41% AFR from SFL LLC represents below-market compensation to Indyke disguised as an arms-length loan - the AFR rate was the IRS minimum, and the lender (SFL LLC) was an Epstein entity. Total documented Indyke-connected DS10 flows: 5.95M out, 5.57M in = 11.5M in gross flows."
normal,canonical-but-missing-quote,2229,Xenophon Galinas,paraphrase,high,efta,EFTA01325008,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Two federal cases in SDNY arising from 34 E 69th St: US v Epstein (96 Civ 8307) and Epstein v Fisher (97 Civ 1489), both before Judge Denny Chin"
normal,canonical-but-missing-quote,2236,Jeffrey Epstein,synthesis,medium,efta,EFTA01325008,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.",Court opinion reveals Epstein profit motive in 34 E 69th scheme: blocked Galinas 16K lease to sublet to Fisher at 20K per month
normal,canonical-but-missing-quote,2241,Xenophon Galinas,synthesis,medium,efta,EFTA01325008,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Galinas absent from all Epstein document corpora except judicial opinion in US v Epstein; zero hits in DOJ Vol 11, LMSBAND, Unified DB, Investigations DB"
normal,canonical-but-missing-quote,2242,SLK Designs LLC,paraphrase,high,efta,EFTA01265245,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SLK Designs LLC at 301 East 66th St Apt 14G NYC — Epstein-connected entity with Deutsche Bank account and Citibank account ($35,457 balance), used for interior furnishing purchases"
normal,canonical-but-missing-quote,2242,SLK Designs LLC,paraphrase,high,efta,EFTA01265795,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SLK Designs LLC at 301 East 66th St Apt 14G NYC — Epstein-connected entity with Deutsche Bank account and Citibank account ($35,457 balance), used for interior furnishing purchases"
normal,canonical-but-missing-quote,2242,SLK Designs LLC,paraphrase,high,efta,EFTA01357868,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SLK Designs LLC at 301 East 66th St Apt 14G NYC — Epstein-connected entity with Deutsche Bank account and Citibank account ($35,457 balance), used for interior furnishing purchases"
normal,canonical-but-missing-quote,2242,SLK Designs LLC,paraphrase,high,efta,EFTA01879748,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SLK Designs LLC at 301 East 66th St Apt 14G NYC — Epstein-connected entity with Deutsche Bank account and Citibank account ($35,457 balance), used for interior furnishing purchases"
normal,canonical-but-missing-quote,2243,Jesse Masyr,paraphrase,high,efta,EFTA01361592,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.",LMSBAND database contains Wachtel & Masyr LLP letterhead at 110 East 59th Street marked CONFIDENTIAL pursuant to Fed R Crim P 6(e) grand jury secrecy rule
normal,canonical-but-missing-quote,2244,Xenophon Galinas,paraphrase,high,file,https://manhattangroup.us/mg_team/xenophon-galinas/,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Galinas full career: Onassis Group US head 1986-1998, then shipping investment banking (Morgan Joseph, Rodman Renshaw), FreeSeas director, Whole Earth Brands director, now Manhattan Maritime Capital CEO"
normal,canonical-but-missing-quote,2244,Xenophon Galinas,paraphrase,high,file,https://www.macroaxis.com/invest/manager/FREE--Xenophon_Galinas,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Galinas full career: Onassis Group US head 1986-1998, then shipping investment banking (Morgan Joseph, Rodman Renshaw), FreeSeas director, Whole Earth Brands director, now Manhattan Maritime Capital CEO"
normal,canonical-but-missing-quote,2246,Indyke Professional Network via LMSBAND Co-occurrence,synthesis,medium,ref,LMSBAND:cooccurrence_indyke,n/a,Populate source_quote from the cited source record.,"LMSBAND co-occurrence reveals Indyke's DB professional network: Stewart Oldfield (381 docs), Bella Klein (268), Amanda Kirby (254), Cynthia Rodriguez (135), Paul Morris (116), Harry Beller (83), Erika Kellerhals (82), Michael DeVane (81), Lawrence Newman (68), Marjorie Flash (68), Liam OSullivan (62)"
normal,canonical-but-missing-quote,2250,Jesse Masyr,synthesis,medium,efta,EFTA01325008,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SYNTHESIS: Gold & Wachtel/Wachtel & Masyr was Epstein's primary NY corporate law firm from at least 1988, predating even the Bear Stearns era"
normal,canonical-but-missing-quote,2250,Jesse Masyr,synthesis,medium,efta,EFTA01332942,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SYNTHESIS: Gold & Wachtel/Wachtel & Masyr was Epstein's primary NY corporate law firm from at least 1988, predating even the Bear Stearns era"
normal,canonical-but-missing-quote,2250,Jesse Masyr,synthesis,medium,efta,EFTA01361592,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","SYNTHESIS: Gold & Wachtel/Wachtel & Masyr was Epstein's primary NY corporate law firm from at least 1988, predating even the Bear Stearns era"
normal,canonical-but-missing-quote,2255,Onassis Foundation,paraphrase,high,file,https://aleph.occrp.org/entities/c3e0dc6e039dcac54a8da90076f9c3ee43ada0ca.ec4a56251cbc5eab3ab0f7de81f7ac8c067ae180,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Alexander S. Onassis Public Benefit Foundation USA Inc (EIN 13-4037172): NY nonprofit incorporated Dec 30 1998, at 122 East 42nd Street 18th Floor NYC. Revenue 4.1M (2012), assets 1.3M. Manages Olympic Tower at 645 Fifth Avenue"
normal,canonical-but-missing-quote,2255,Onassis Foundation,paraphrase,high,file,https://projects.propublica.org/nonprofits/organizations/134037172,n/a,Extract a concise source quote from the URL content or downgrade claim confidence.,"Alexander S. Onassis Public Benefit Foundation USA Inc (EIN 13-4037172): NY nonprofit incorporated Dec 30 1998, at 122 East 42nd Street 18th Floor NYC. Revenue 4.1M (2012), assets 1.3M. Manages Olympic Tower at 645 Fifth Avenue"
normal,canonical-but-missing-quote,2256,JSC Interiors LLC,paraphrase,high,efta,EFTA01285310,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","JSC Interiors LLC — Epstein entity c/o Richard Kahn at 575 Lexington Ave 4th Fl, had Deutsche Bank and brokerage accounts, shipped materials to 6100 Red Hook Quarter B3 (USVI) and 9505 NW 108th Ave Miami"
normal,canonical-but-missing-quote,2256,JSC Interiors LLC,paraphrase,high,efta,EFTA01348212,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","JSC Interiors LLC — Epstein entity c/o Richard Kahn at 575 Lexington Ave 4th Fl, had Deutsche Bank and brokerage accounts, shipped materials to 6100 Red Hook Quarter B3 (USVI) and 9505 NW 108th Ave Miami"
normal,canonical-but-missing-quote,2256,JSC Interiors LLC,paraphrase,high,efta,EFTA01383203,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","JSC Interiors LLC — Epstein entity c/o Richard Kahn at 575 Lexington Ave 4th Fl, had Deutsche Bank and brokerage accounts, shipped materials to 6100 Red Hook Quarter B3 (USVI) and 9505 NW 108th Ave Miami"
